"Submission ID","Last updated","Submission started","Status","Current step","State","What is your gender?"," Have you previously attended NatCon?","Party","How much did your party's platform influence your decision to register in that party?","Have you decided on a presidential ticket?","What is the primary reason you are currently undecided?","Vote","Which of the following reasons would be most likely to change your decisions?","How likely are you to vote for a candidate with a large/active campaign GroupMe?","Rank the following campaign elements from most to least influential in your decision to vote for a candidate.","Which of the following candidate names do you recognize?","Errors","Url","Network ID"
"b4133caa-197a-4b00-b878-64168fe1ca10","Thu May 15 2025 15:22:00 GMT-0400 (Eastern Daylight Time)","Thu May 15 2025 15:19:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","Tennessee","Female ","Yes","Perseverance","A significant amount","Yes","","Isaac Stevens/Chesed Vess","I had a meaningful personal interaction with another candidate","I am more likely to vote for a candidate with a large/active GroupMe","Message/Vision for TeenPact,Performance in Debates/Open Forums,GroupMe Presence,Social Media/Branding,Campaign Team Involvement","Abby Hall,Anabelle Harris,Anna Reynolds,AnnaCatherine Hammett,Audrey McCormick,Avery Lafferty,Bella Roose,Brenna McCarthy,Brody Morgan,Caleb Griffin,Caleb Kamuiru,Caleb Sartor,Chesed Vess,Clark Bigler,Coen Hefley,Cooper Holt,Davi Oliveira,David Treder,Ella Slye,Elsie Bomer,Enrique Rodriguez,Evan Duncan,Faith Franklin,Grace Franklin,Grace Muller,Greyson Davis,Griffin Witt,Henry Vaughan,Ian Kotronis,Isaac Powers,Isaac Stevens,Jacob Enright,Jacob Redd,Jed Sicilia,Joseph Jackson,Joy Southerland,Judah Townsend,Kaydence Thibault,Kolton Olson,Levi Allen,Macy McMillian,Marie Timmons,Mary Shirk,Matthew Fitzgerald,Max Sheppard,Micah Carr,Reagan McCollum,Rebecca Graham,Samara Brown,Samuel Van Cleave,Samantha Ehrenberg,Susie Erickson,Tayva Upgren,Will Sox,Wyatt Marx,Zekariah Smith,Zeke Harper","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=b4133caa-197a-4b00-b878-64168fe1ca10","bc280c81682478556b56114e4ee7bb10"
"5211aa21-6c90-42b5-8afe-24c5a02bb7ad","Thu May 15 2025 14:44:00 GMT-0400 (Eastern Daylight Time)","Thu May 15 2025 14:41:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","Arkansas","Female ","Yes","N/A (Absentee Votes)","Main factor in my registration decision","Yes","","Isaac Stevens/Chesed Vess","Another candidate convinced me of their vision for TeenPact through their message","I am more likely to vote for a candidate with a large/active GroupMe","Message/Vision for TeenPact,Performance in Debates/Open Forums,Campaign Team Involvement,GroupMe Presence,Social Media/Branding","Abby Hall,Abigail Hendricks,Anna Reynolds,AnnaCatherine Hammett,Audrey McCormick,Avery Lafferty,Bennett Olson,Brenna McCarthy,Brody Aulds,Brody Morgan,Caleb Griffin,Caleb Kamuiru,Caleb Sartor,Chesed Vess,Clark Bigler,Coen Hefley,Cooper Holt,Davi Oliveira,David Moore,David Otero,David Treder,Dane Williams,Ella Slye,Elsie Bomer,Enrique Rodriguez,Evan Duncan,Faith Franklin,Garrett Sawyer,Geb McKee,Grace Franklin,Grace Muller,Greyson Davis,Griffin Witt,Henry Vaughan,Isaac Powers,Isaac Stevens,Jack Holt,Jacob Enright,Jacob Redd,Jed Sicilia,Joseph Jackson,Joy Southerland,Jonas Ascol,Kaydence Thibault,Kolton Olson,Levi Allen,Logan Boswell,Macy McMillian,Madden Hoffman,Marie Timmons,Mary Shirk,Max Sheppard,Micah Carr,Nate Verboncoeur,Peter Channell,Porter Greenblatt,Quinn Anderson,Reagan McCollum,Rebecca Graham,Samara Brown,Samuel Brezina,Samuel Van Cleave,Samantha Ehrenberg,Selah Strassheim,Seth Parkison,Simeon Paolicelli,Sofia Rybkin,Susie Erickson,Tayva Upgren,Valerie Yoder,Wyatt Marx,Zekariah Smith,Zeke Harper","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=5211aa21-6c90-42b5-8afe-24c5a02bb7ad","a277b721426518a8a9d6aa8ed091eefc"
"95f19ed2-b3d1-42c9-b8f0-fee41b8f7897","Thu May 15 2025 14:13:00 GMT-0400 (Eastern Daylight Time)","Thu May 15 2025 14:11:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","Oklahoma","Male","No","Vision","None","No","I don't know any candidates","I don't know any of the candidates
","Another candidate convinced me of their vision for TeenPact through their message","A candidate's GroupMe does not affect my vote","Message/Vision for TeenPact,Performance in Debates/Open Forums,Campaign Team Involvement,GroupMe Presence,Social Media/Branding","Avery Lafferty","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=95f19ed2-b3d1-42c9-b8f0-fee41b8f7897","e887ae77b1d42740d1ee82c1088da1e5"
"87da849e-79e7-4835-b5d0-7ca6d91000e8","Thu May 15 2025 13:28:00 GMT-0400 (Eastern Daylight Time)","Thu May 15 2025 11:52:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","North Dakota","Female ","Yes","Perseverance","A little bit","No","I have a personal relationship with multiple presidential tickets","Clark Bigler/Grace Franklin","I had a meaningful personal interaction with another candidate","A candidate's GroupMe does not affect my vote","Message/Vision for TeenPact,Performance in Debates/Open Forums,Campaign Team Involvement,GroupMe Presence,Social Media/Branding","Abby Hall,Anna Reynolds,Audrey McCormick,Avery Lafferty,Brenna McCarthy,Brody Morgan,Caleb Kamuiru,Caleb Sartor,Camp Fisher,Chesed Vess,Clark Bigler,Coen Hefley,Evan Duncan,Faith Franklin,Garrett Sawyer,Geb McKee,Grace Franklin,Griffin Witt,Isaac Powers,Isaac Stevens,Jack Holt,Jacob Enright,Jacob Redd,Jed Sicilia,Joseph Jackson,Joy Southerland,Levi Allen,Macy McMillian,Mary Shirk,Nate Verboncoeur,Reagan McCollum,Samara Brown,Simeon Paolicelli,Tayva Upgren,Tripp Wilkins,Will Miller,Will Sox,Wyatt Marx,Zeke Harper","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=87da849e-79e7-4835-b5d0-7ca6d91000e8","efa3e0153d76ec1f241e380d5c4d3c2a"
"94037fc3-b89f-4b3c-9063-6416598ccdaf","Thu May 15 2025 13:08:00 GMT-0400 (Eastern Daylight Time)","Thu May 15 2025 13:04:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","Texas","Male","Yes","Vision","A little bit","No","I am familiar with multiple presidential tickets, but I am waiting to decide until the week of voting","Micah Carr/AnnaCatherine Hammett","Another candidate impressed me more with their public speaking/debate performance","A candidate's GroupMe does not affect my vote","Performance in Debates/Open Forums,Message/Vision for TeenPact,Campaign Team Involvement,Social Media/Branding,GroupMe Presence","Anna Reynolds,AnnaCatherine Hammett,Audrey McCormick,Avery Lafferty,Brenna McCarthy,Brody Aulds,Brody Morgan,Caleb Griffin,Caleb Kamuiru,Caleb Sartor,Camp Fisher,Chesed Vess,Clark Bigler,Coen Hefley,Davi Oliveira,David Moore,David Otero,David Treder,Enrique Rodriguez,Evan Duncan,Faith Franklin,Garrett Sawyer,Geb McKee,Gideon Halterman,Grace Franklin,Grace Muller,Greyson Davis,Griffin Witt,Henry Vaughan,Isaac Powers,Jacob Redd,Jed Sicilia,Joseph Jackson,Joy Southerland,Levi Allen,Levi Gray,Macy McMillian,Marie Timmons,Mary Shirk,Micah Carr,Nate Verboncoeur,Peter Channell,Porter Greenblatt,Samara Brown,Samuel Brezina,Samantha Ehrenberg,Susie Erickson,Will Miller,Zekariah Smith,Zeke Harper","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=94037fc3-b89f-4b3c-9063-6416598ccdaf","e29ba301983b11595d062b8b931048c0"
"64d17a03-2037-4c49-a0e9-74d3113bce88","Thu May 15 2025 12:53:00 GMT-0400 (Eastern Daylight Time)","Thu May 15 2025 12:27:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","Georgia","Male","Yes","Vision","None","No","I have a personal relationship with multiple presidential tickets","Evan Duncan/Joy Southerland ","I had a meaningful personal interaction with another candidate","A candidate's GroupMe does not affect my vote","Performance in Debates/Open Forums,Social Media/Branding,Message/Vision for TeenPact,Campaign Team Involvement,GroupMe Presence","Abby Hall,Abigail Hendricks,Anna Reynolds,AnnaCatherine Hammett,Audrey McCormick,Avery Lafferty,Brody Morgan,Caleb Griffin,Caleb Kamuiru,Caleb Sartor,Camp Fisher,Chesed Vess,Clark Bigler,Cooper Holt,David Otero,David Treder,Dane Williams,Ella Slye,Enrique Rodriguez,Evan Duncan,Faith Franklin,Garrett Sawyer,Geb McKee,Grace Franklin,Grace Muller,Greyson Davis,Griffin Witt,Henry Vaughan,Isaac Powers,Jack Holt,Jacob Enright,Jacob Redd,Jared Werner,Jed Sicilia,Joseph Jackson,Joy Southerland,Levi Allen,Madden Hoffman,Marie Timmons,Max Sheppard,Micah Carr,Peter Channell,Quinn Anderson,Samara Brown,Samuel Brezina,Samantha Ehrenberg,Susie Erickson,Will Miller,Wyatt Marx,Zekariah Smith,Zeke Harper","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=64d17a03-2037-4c49-a0e9-74d3113bce88","1740c7f099e92317670546b46f4384a8"
"24706467-25f9-4762-bedc-767c8bb834ca","Thu May 15 2025 12:39:00 GMT-0400 (Eastern Daylight Time)","Thu May 15 2025 12:35:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","North Carolina","Male","Yes","Perseverance","A little bit","Yes","","Jacob Redd/Caleb Sartor","Another candidate convinced me of their vision for TeenPact through their message","I am more likely to vote for a candidate with a large/active GroupMe","Performance in Debates/Open Forums,Message/Vision for TeenPact,GroupMe Presence,Social Media/Branding,Campaign Team Involvement","Abby Hall,Abigail Hendricks,Anabelle Harris,Anna Reynolds,AnnaCatherine Hammett,Audrey McCormick,Avery Lafferty,Bella Roose,Brody Aulds,Brody Morgan,Caleb Griffin,Caleb Kamuiru,Caleb Sartor,Camp Fisher,Chesed Vess,Clark Bigler,Coen Hefley,Cooper Holt,Davi Oliveira,David Moore,David Otero,David Treder,Dane Williams,Ella Slye,Elsie Bomer,Enrique Rodriguez,Evan Duncan,Faith Franklin,Garrett Sawyer,Geb McKee,Grace Franklin,Grace Muller,Greyson Davis,Griffin Witt,Henry Vaughan,Ian Kotronis,Isaac Powers,Isaac Stevens,Jacob Enright,Jacob Redd,Jessica Veth,Jed Sicilia,Joseph Jackson,Joy Southerland,Judah Townsend,Kaydence Thibault,Kolton Olson,Levi Allen,Macy McMillian,Madden Hoffman,Marie Timmons,Mary Shirk,Matthew Costello,Matthew Fitzgerald,Max Sheppard,Micah Carr,Nate Verboncoeur,Porter Greenblatt,Quinn Anderson,Reagan McCollum,Samara Brown,Samantha Ehrenberg,Simeon Paolicelli,Tayva Upgren,Valerie Yoder,Will Miller,Wyatt Marx,Zekariah Smith,Zeke Harper","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=24706467-25f9-4762-bedc-767c8bb834ca","ecde2b4f89ea0ec9cee13fee1bd63b8e"
"855f4589-20e5-49f7-afc2-e8be1e102429","Thu May 15 2025 12:17:00 GMT-0400 (Eastern Daylight Time)","Thu May 15 2025 12:14:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","North Carolina","Female ","Yes","Vision","A little bit","No","I am familiar with multiple presidential tickets, but I am waiting to decide until the week of voting","Joseph Jackson/Nate Verboncoeur","Another candidate impressed me more with their public speaking/debate performance","A candidate's GroupMe does not affect my vote","Performance in Debates/Open Forums,Message/Vision for TeenPact,Social Media/Branding,Campaign Team Involvement,GroupMe Presence","Abby Hall,Anna Reynolds,AnnaCatherine Hammett,Avery Lafferty,Bella Roose,Brody Morgan,Caleb Kamuiru,Caleb Sartor,Camp Fisher,Chesed Vess,Clark Bigler,David Moore,Ella Slye,Enrique Rodriguez,Faith Franklin,Garrett Sawyer,Gideon Halterman,Grace Franklin,Grace Muller,Greyson Davis,Griffin Witt,Henry Vaughan,Isaac Powers,Isaac Stevens,Jack Holt,Jacob Enright,Jacob Redd,Jed Sicilia,Joseph Jackson,Joseph Robar,Joy Southerland,Kolton Olson,Levi Allen,Max Sheppard,Micah Carr,Nate Verboncoeur,Quinn Anderson,Reagan McCollum,Samara Brown,Simeon Paolicelli,Zeke Harper","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=855f4589-20e5-49f7-afc2-e8be1e102429","d2e03c86d809b5872b7c95c5363f6098"
"2253690a-a2bf-4f95-a1e5-47f8b9b0e84f","Thu May 15 2025 11:38:00 GMT-0400 (Eastern Daylight Time)","Thu May 15 2025 11:36:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","Oklahoma","Female ","No","Independent (NatCon Parents, Event Staff)","N/A","Yes","","Evan Duncan/Joy Southerland ","Another candidate impressed me more with their public speaking/debate performance","A candidate's GroupMe does not affect my vote","Message/Vision for TeenPact,Performance in Debates/Open Forums,Social Media/Branding,Campaign Team Involvement,GroupMe Presence","Avery Lafferty,Esther Jett,Evan Duncan,Joy Southerland","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=2253690a-a2bf-4f95-a1e5-47f8b9b0e84f","e61b75ce9850ae75ec4542a6ee3fa2db"
"f86789cb-ab91-4471-a9eb-48b7d83f1ebc","Thu May 15 2025 11:08:00 GMT-0400 (Eastern Daylight Time)","Thu May 15 2025 11:05:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","Florida","Female ","Yes","Perseverance","Main factor in my registration decision","No","I don't know any candidates","Clark Bigler/Grace Franklin","Another candidate impressed me more with their public speaking/debate performance","A candidate's GroupMe does not affect my vote","Performance in Debates/Open Forums,Message/Vision for TeenPact,Social Media/Branding,Campaign Team Involvement,GroupMe Presence","Abigail Esch,AnnaCatherine Hammett,Camp Fisher,Clark Bigler,Evan Duncan,Garrett Sawyer,Griffin Witt,Isaac Powers,Joseph Jackson,Joy Southerland,Max Sheppard,Reagan McCollum,Valerie Yoder,Zeke Harper","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=f86789cb-ab91-4471-a9eb-48b7d83f1ebc","a1338f555e7c38ede028910c0acea64b"
"0486f706-a19c-415e-82c9-bdaa66093b56","Thu May 15 2025 11:02:00 GMT-0400 (Eastern Daylight Time)","Thu May 15 2025 10:57:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","Nevada","Male","Yes","Vision","None","No","I am familiar with multiple presidential tickets, but I am waiting to decide until the week of voting","Evan Duncan/Joy Southerland ","Another candidate impressed me more with their public speaking/debate performance","A candidate's GroupMe does not affect my vote","Performance in Debates/Open Forums,Message/Vision for TeenPact,Campaign Team Involvement,Social Media/Branding,GroupMe Presence","Abby Hall,Aiden White,Anna Reynolds,Avery Lafferty,Bennett Olson,Brody Morgan,Caleb Griffin,Caleb Kamuiru,Clark Bigler,David Otero,Esther Jett,Evan Duncan,Faith Franklin,Garrett Sawyer,Gideon Halterman,Grace Franklin,Grace Muller,Isaac Powers,Johnathan Matlack,Joy Southerland,Levi Allen,Levi Gray,Madden Hoffman,Mason Studer,Matthew Costello,Samuel Brezina,Susie Erickson,Tyler Henderson,Wyatt Marx","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=0486f706-a19c-415e-82c9-bdaa66093b56","a9a9121cbcd9535072f57b317b5480b0"
"d4909ab3-1941-4ec0-a2c5-c4bc8bd48ed5","Thu May 15 2025 10:15:00 GMT-0400 (Eastern Daylight Time)","Thu May 15 2025 10:12:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","Tennessee","Female ","No","N/A (Absentee Votes)","N/A","No","I don't know any candidates","I don't know any of the candidates
","Another candidate convinced me of their vision for TeenPact through their message","A candidate's GroupMe does not affect my vote","Message/Vision for TeenPact,Performance in Debates/Open Forums,Campaign Team Involvement,Social Media/Branding,GroupMe Presence","Clark Bigler,Grace Franklin,Joseph Jackson,Micah Carr","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=d4909ab3-1941-4ec0-a2c5-c4bc8bd48ed5","9a2198a12f704c0c151b72f8c35fd786"
"1312d47f-d6c7-4f80-abec-e74e3f320e07","Thu May 15 2025 09:41:00 GMT-0400 (Eastern Daylight Time)","Thu May 15 2025 09:36:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","Mississippi","Female ","No","Compassion ","None","Yes","","Geb Mckee/Porter Greenblatt","I had a meaningful personal interaction with another candidate","A candidate's GroupMe does not affect my vote","Campaign Team Involvement,Social Media/Branding,Performance in Debates/Open Forums,Message/Vision for TeenPact,GroupMe Presence","Anna Reynolds,Caleb Griffin,Clark Bigler,Faith Franklin,Geb McKee,Grace Muller,Greyson Davis,Griffin Witt,Isaac Powers,Isaac Stevens,Jacob Enright,Jacob Redd,Jared Werner,Jed Sicilia,Levi Gray,Marie Timmons,Samara Brown,Susie Erickson,Zeke Harper","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=1312d47f-d6c7-4f80-abec-e74e3f320e07","2aaaa1be8a10795f7102fa37edfe799f"
