Submission ID,Last updated,Submission started,Status,Current step,Gender,State,Party,Have you decided on a presidential ticket?,Vote,"If you voted today, which ticket would you choose?",Errors,Url,Network ID
23f12fa7-ade9-47b3-bc32-5f825c3dba08,Mon May 19 2025 16:50:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:50:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Male,Florida,Perseverance,No,,Isaac Stevens/Chesed Vess,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=23f12fa7-ade9-47b3-bc32-5f825c3dba08,f2a7190a99ccbed32fd2f2e1bf7187bd
1ddf4749-eeed-481a-928b-e6b5fa90d47a,Mon May 19 2025 16:50:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:50:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Male,Florida,Perseverance,No,,Brody Morgan/Zeke Harper,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=1ddf4749-eeed-481a-928b-e6b5fa90d47a,2903a8ed9d7e8fa53f35a3eb673c3297
19e01722-f82a-413a-9bc5-ada72ba8e652,Mon May 19 2025 16:50:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:50:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Female,Florida,Perseverance,No,,I don't know any of the candidates,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=19e01722-f82a-413a-9bc5-ada72ba8e652,880f5728b9e06066e47cb3717c80ea20
3fc11a85-aabe-4759-8915-86dbca401011,Mon May 19 2025 16:50:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:50:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Female,Florida,Compassion,No,,I don't know any of the candidates,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=3fc11a85-aabe-4759-8915-86dbca401011,f2a7190a99ccbed32fd2f2e1bf7187bd
541f07f2-b33b-4b90-9236-34cc70f9cc07,Mon May 19 2025 16:49:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:49:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Female,Florida,Perseverance,No,,I don't know any of the candidates,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=541f07f2-b33b-4b90-9236-34cc70f9cc07,f2a7190a99ccbed32fd2f2e1bf7187bd
97cd2097-221a-4929-bf98-c4fc7415e08a,Mon May 19 2025 16:49:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:49:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Male,Florida,Perseverance,No,,Evan Duncan/Joy Southerland,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=97cd2097-221a-4929-bf98-c4fc7415e08a,f2a7190a99ccbed32fd2f2e1bf7187bd
b65a74db-6ba0-4109-b360-b9f84a9a747b,Mon May 19 2025 16:49:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:49:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Female,Florida,Vision,No,,Will Sox/Simeon Paolicelli,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=b65a74db-6ba0-4109-b360-b9f84a9a747b,880f5728b9e06066e47cb3717c80ea20
95a1d31c-b480-45c9-abc9-2e16169cc495,Mon May 19 2025 16:49:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:49:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Female,Florida,Perseverance,Yes,Micah Carr/AnnaCatherine Hammett,,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=95a1d31c-b480-45c9-abc9-2e16169cc495,f2a7190a99ccbed32fd2f2e1bf7187bd
64443f94-86c6-43b9-8284-60a2b094788a,Mon May 19 2025 16:49:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:49:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Female,Arizona,Perseverance,Yes,Evan Duncan/Joy Southerland,,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=64443f94-86c6-43b9-8284-60a2b094788a,2903a8ed9d7e8fa53f35a3eb673c3297
a63a3782-4bd8-4815-8dc8-c79bbbeb0e7c,Mon May 19 2025 16:48:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:48:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Female,Florida,Perseverance,No,,I don't know any of the candidates,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=a63a3782-4bd8-4815-8dc8-c79bbbeb0e7c,880f5728b9e06066e47cb3717c80ea20
6ba802d2-1f88-40dc-882d-3f2038914f23,Mon May 19 2025 16:48:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:48:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Female,Arizona,Vision,No,,Evan Duncan/Joy Southerland,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=6ba802d2-1f88-40dc-882d-3f2038914f23,f2a7190a99ccbed32fd2f2e1bf7187bd
16532239-b413-43ea-8464-ff61bd16fd34,Mon May 19 2025 16:47:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:47:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Male,Florida,Vision,No,,I don't know any of the candidates,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=16532239-b413-43ea-8464-ff61bd16fd34,880f5728b9e06066e47cb3717c80ea20
eb8d76c7-c1ab-485f-be04-462736e29d14,Mon May 19 2025 16:47:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:47:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Male,Florida,Vision,No,,I don't know any of the candidates,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=eb8d76c7-c1ab-485f-be04-462736e29d14,f2a7190a99ccbed32fd2f2e1bf7187bd
cb0a4948-374e-45d3-869a-bbf973621274,Mon May 19 2025 16:47:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:47:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Male,New Hampshire,N/A (chaperones/staff),No,,Evan Duncan/Joy Southerland,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=cb0a4948-374e-45d3-869a-bbf973621274,2903a8ed9d7e8fa53f35a3eb673c3297
7d2e6b45-ced6-451a-a0dc-021d0a8a8e8a,Mon May 19 2025 16:45:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:45:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Female,Texas,Compassion,Yes,Brody Morgan/Zeke Harper,,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=7d2e6b45-ced6-451a-a0dc-021d0a8a8e8a,f2a7190a99ccbed32fd2f2e1bf7187bd
cec14b8b-f940-4275-802d-c2a1729df8f8,Mon May 19 2025 16:44:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:44:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Female,Florida,Vision,No,,Isaac Stevens/Chesed Vess,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=cec14b8b-f940-4275-802d-c2a1729df8f8,880f5728b9e06066e47cb3717c80ea20
32b0bc9a-1bd0-44bd-bc20-431bd83b233a,Mon May 19 2025 16:42:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:42:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Male,Oklahoma,Compassion,No,,Joseph Jackson/Gianna Willson,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=32b0bc9a-1bd0-44bd-bc20-431bd83b233a,2903a8ed9d7e8fa53f35a3eb673c3297
39056464-a207-43a9-90d3-f11147248613,Mon May 19 2025 16:42:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:42:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Male,Nebraska,Perseverance,No,,Clark Bigler/Grace Franklin,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=39056464-a207-43a9-90d3-f11147248613,880f5728b9e06066e47cb3717c80ea20
2c163ff6-bb65-4621-ac5d-396aee58a737,Mon May 19 2025 16:42:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:42:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Female,Nebraska,Compassion,No,,I don't know any of the candidates,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=2c163ff6-bb65-4621-ac5d-396aee58a737,f2a7190a99ccbed32fd2f2e1bf7187bd
b03dad5d-1273-4192-ac99-867f59acbd1c,Mon May 19 2025 16:41:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:41:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Male,Nebraska,Perseverance,No,,Evan Duncan/Joy Southerland,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=b03dad5d-1273-4192-ac99-867f59acbd1c,2903a8ed9d7e8fa53f35a3eb673c3297
4c25f79e-d0a1-4eb3-b66f-9fdcfea398fe,Mon May 19 2025 16:41:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:41:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Female,Nebraska,Compassion,No,,I don't know any of the candidates,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=4c25f79e-d0a1-4eb3-b66f-9fdcfea398fe,880f5728b9e06066e47cb3717c80ea20
db715992-de24-4ca6-a24b-bb98c0d690bc,Mon May 19 2025 16:41:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:41:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Female,Nebraska,Perseverance,No,,I don't know any of the candidates,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=db715992-de24-4ca6-a24b-bb98c0d690bc,f2a7190a99ccbed32fd2f2e1bf7187bd
a4749546-b0b1-4c51-b858-c2716412f4ab,Mon May 19 2025 16:41:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:41:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Male,Nebraska,Perseverance,No,,I don't know any of the candidates,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=a4749546-b0b1-4c51-b858-c2716412f4ab,f2a7190a99ccbed32fd2f2e1bf7187bd
d57bc69a-1115-4f78-8376-bf8cf442f980,Mon May 19 2025 16:38:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:38:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Male,North Carolina,Vision,No,,Joseph Jackson/Gianna Willson,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=d57bc69a-1115-4f78-8376-bf8cf442f980,2903a8ed9d7e8fa53f35a3eb673c3297
957bf498-dbd6-426f-97ff-3bc09dd4d9bb,Mon May 19 2025 16:37:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:37:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Male,North Carolina,Compassion,No,,Joseph Jackson/Gianna Willson,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=957bf498-dbd6-426f-97ff-3bc09dd4d9bb,2903a8ed9d7e8fa53f35a3eb673c3297
535efdd3-da3e-4408-a7b1-8e0a768f4470,Mon May 19 2025 16:37:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:37:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Male,North Carolina,Vision,No,,I don't know any of the candidates,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=535efdd3-da3e-4408-a7b1-8e0a768f4470,f2a7190a99ccbed32fd2f2e1bf7187bd
753740a9-50d0-428d-8c24-ce0e4f040184,Mon May 19 2025 16:37:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:37:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Male,North Carolina,Perseverance,No,,I don't know any of the candidates,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=753740a9-50d0-428d-8c24-ce0e4f040184,880f5728b9e06066e47cb3717c80ea20
7daadd6d-d47b-4df3-9d82-9890ae30ef10,Mon May 19 2025 16:36:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:36:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Male,North Carolina,Perseverance,Yes,Brody Morgan/Zeke Harper,,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=7daadd6d-d47b-4df3-9d82-9890ae30ef10,f2a7190a99ccbed32fd2f2e1bf7187bd
e0f2a114-0d52-4c50-8c30-b3d6c06cb329,Mon May 19 2025 16:36:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:36:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Male,North Carolina,Vision,No,,Jed Sicilia/Marie Timmons,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=e0f2a114-0d52-4c50-8c30-b3d6c06cb329,f2a7190a99ccbed32fd2f2e1bf7187bd
030f977b-8cff-4713-9ca9-faef6f1ce87d,Mon May 19 2025 16:36:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:36:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Male,Nebraska,Compassion,No,,I don't know any of the candidates,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=030f977b-8cff-4713-9ca9-faef6f1ce87d,880f5728b9e06066e47cb3717c80ea20
53a5f26e-bc0f-4200-a535-0e762ed8914f,Mon May 19 2025 16:36:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:36:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Male,Nebraska,Perseverance,No,,I don't know any of the candidates,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=53a5f26e-bc0f-4200-a535-0e762ed8914f,f2a7190a99ccbed32fd2f2e1bf7187bd
95148ef5-667a-4d9b-a151-c126502a2633,Mon May 19 2025 16:36:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:36:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Male,Nebraska,Vision,No,,Isaac Powers/Enrique Rodriguez,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=95148ef5-667a-4d9b-a151-c126502a2633,2903a8ed9d7e8fa53f35a3eb673c3297
e5d81c0c-0c78-447a-a3e2-d6471230db54,Mon May 19 2025 16:36:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:36:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Male,Nebraska,Vision,No,,I don't know any of the candidates,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=e5d81c0c-0c78-447a-a3e2-d6471230db54,f2a7190a99ccbed32fd2f2e1bf7187bd
fbae41ad-0656-4276-9b0d-2a04f5cf3695,Mon May 19 2025 16:36:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:36:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Male,Nebraska,Perseverance,No,,I don't know any of the candidates,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=fbae41ad-0656-4276-9b0d-2a04f5cf3695,880f5728b9e06066e47cb3717c80ea20
eed91fa9-5c5b-425b-a7c7-0d0591822fdf,Mon May 19 2025 16:35:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:35:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Female,North Carolina,Compassion,No,,Joseph Jackson/Gianna Willson,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=eed91fa9-5c5b-425b-a7c7-0d0591822fdf,2903a8ed9d7e8fa53f35a3eb673c3297
2b01d6ec-367d-4214-bb27-77b1c17e8c47,Mon May 19 2025 16:35:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:35:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Female,Michigan,N/A (chaperones/staff),No,,Evan Duncan/Joy Southerland,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=2b01d6ec-367d-4214-bb27-77b1c17e8c47,880f5728b9e06066e47cb3717c80ea20
fb838d18-a2f8-413a-a57c-9f2b94861235,Mon May 19 2025 16:34:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:34:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Female,North Carolina,Compassion,Yes,Joseph Jackson/Gianna Willson,,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=fb838d18-a2f8-413a-a57c-9f2b94861235,f2a7190a99ccbed32fd2f2e1bf7187bd
4aeede19-799c-44e1-bf42-3d823820cc32,Mon May 19 2025 16:34:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:34:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Male,Nebraska,Vision,No,,I don't know any of the candidates,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=4aeede19-799c-44e1-bf42-3d823820cc32,f2a7190a99ccbed32fd2f2e1bf7187bd
2f985dd5-bde2-44fa-b028-f0e6a6f85fd5,Mon May 19 2025 16:34:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:34:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Female,North Carolina,Perseverance,Yes,Clark Bigler/Grace Franklin,,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=2f985dd5-bde2-44fa-b028-f0e6a6f85fd5,880f5728b9e06066e47cb3717c80ea20
7a73a291-7d51-4cc4-92e4-8b38f19ef08a,Mon May 19 2025 16:34:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:34:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Female,North Carolina,Vision,Yes,Clark Bigler/Grace Franklin,,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=7a73a291-7d51-4cc4-92e4-8b38f19ef08a,f2a7190a99ccbed32fd2f2e1bf7187bd
de71865b-66ac-49da-9aca-297fa722e34d,Mon May 19 2025 16:31:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:31:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Female,North Carolina,Compassion,No,,I don't know any of the candidates,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=de71865b-66ac-49da-9aca-297fa722e34d,880f5728b9e06066e47cb3717c80ea20
cbb891c6-844d-4378-921d-c3094a3b2535,Mon May 19 2025 16:30:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:30:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Female,North Carolina,Perseverance,No,,Joseph Jackson/Gianna Willson,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=cbb891c6-844d-4378-921d-c3094a3b2535,f2a7190a99ccbed32fd2f2e1bf7187bd
8f99913f-7ee6-4f75-9df8-29e92fea15b0,Mon May 19 2025 16:30:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:30:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Male,Texas,Perseverance,Yes,Brody Morgan/Zeke Harper,,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=8f99913f-7ee6-4f75-9df8-29e92fea15b0,880f5728b9e06066e47cb3717c80ea20
12d4905c-b4cf-44cd-8ccb-1a27bf0c95a5,Mon May 19 2025 16:30:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:30:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Male,North Carolina,Compassion,No,,Joseph Jackson/Gianna Willson,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=12d4905c-b4cf-44cd-8ccb-1a27bf0c95a5,2903a8ed9d7e8fa53f35a3eb673c3297
da403b22-77e9-4399-bae0-f726b0e23d3c,Mon May 19 2025 16:22:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:22:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Female,Washington,Vision,No,,Evan Duncan/Joy Southerland,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=da403b22-77e9-4399-bae0-f726b0e23d3c,f2a7190a99ccbed32fd2f2e1bf7187bd
2fc60e68-cbae-4b49-9a9e-d4e15c43c5b0,Mon May 19 2025 16:22:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:22:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Male,Texas,Vision,No,,I don't know any of the candidates,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=2fc60e68-cbae-4b49-9a9e-d4e15c43c5b0,f2a7190a99ccbed32fd2f2e1bf7187bd
1932b708-5312-4b9d-8fd9-b803be975bf6,Mon May 19 2025 16:22:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:22:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Male,Texas,Vision,No,,Isaac Powers/Enrique Rodriguez,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=1932b708-5312-4b9d-8fd9-b803be975bf6,f2a7190a99ccbed32fd2f2e1bf7187bd
6207425b-cf58-47a6-a09c-a8238016dac0,Mon May 19 2025 16:22:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:22:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Female,Texas,Vision,No,,I don't know any of the candidates,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=6207425b-cf58-47a6-a09c-a8238016dac0,880f5728b9e06066e47cb3717c80ea20
098f39f1-0cae-4060-8597-372b664c5a6d,Mon May 19 2025 16:21:00 GMT-0400 (Eastern Daylight Time),Mon May 19 2025 16:21:00 GMT-0400 (Eastern Daylight Time),finished,Ending,Male,Texas,Vision,No,,Isaac Stevens/Chesed Vess,None,https://build.fillout.com/editor/rbjZvr1f9Pus/results?sessionId=098f39f1-0cae-4060-8597-372b664c5a6d,f2a7190a99ccbed32fd2f2e1bf7187bd
